characteristic	 value	 user_id	 study_name	 
politicalid	2	10000041	ybalab.daniel.death1.0001
religionid	2	10000041	ybalab.daniel.death1.0001
zipcode	21114	10000041	ybalab.daniel.death1.0001
education	5	10000041	ybalab.daniel.death1.0001
birthmonth	6	10000041	ybalab.daniel.death1.0001
raceomb	7	10000041	ybalab.daniel.death1.0001
genoccupation	99-9999	10000041	ybalab.daniel.death1.0001
occupation	99-9999	10000041	ybalab.daniel.death1.0001
religion	catholic	10000041	ybalab.daniel.death1.0001
sex	f	10000041	ybalab.daniel.death1.0001
relfamily	roman catholic	10000041	ybalab.daniel.death1.0001
citizenship	us	10000041	ybalab.daniel.death1.0001
residence	us	10000041	ybalab.daniel.death1.0001
dayofbirth	.	10000043	ybalab.daniel.death1.0001
relfamily	.	10000043	ybalab.daniel.death1.0001
politicalid	0	10000043	ybalab.daniel.death1.0001
major	10	10000043	ybalab.daniel.death1.0001
birthyear	1976	10000043	ybalab.daniel.death1.0001
ethnicityomb	2	10000043	ybalab.daniel.death1.0001
religionid	3	10000043	ybalab.daniel.death1.0001
genoccupation	33	10000043	ybalab.daniel.death1.0001
birthmonth	5	10000043	ybalab.daniel.death1.0001
raceomb	5	10000043	ybalab.daniel.death1.0001
education	6	10000043	ybalab.daniel.death1.0001
zipcode	68111	10000043	ybalab.daniel.death1.0001
sex	f	10000043	ybalab.daniel.death1.0001
religion	protestant	10000043	ybalab.daniel.death1.0001
citizenship	us	10000043	ybalab.daniel.death1.0001
residence	us	10000043	ybalab.daniel.death1.0001
dayofbirth	.	10000044	ybalab.daniel.death1.0001
relfamily	.	10000044	ybalab.daniel.death1.0001
religionid	1	10000044	ybalab.daniel.death1.0001
major	10	10000044	ybalab.daniel.death1.0001
zipcode	14770	10000044	ybalab.daniel.death1.0001
birthyear	1977	10000044	ybalab.daniel.death1.0001
ethnicityomb	2	10000044	ybalab.daniel.death1.0001
genoccupation	21	10000044	ybalab.daniel.death1.0001
politicalid	3	10000044	ybalab.daniel.death1.0001
raceomb	6	10000044	ybalab.daniel.death1.0001
birthmonth	8	10000044	ybalab.daniel.death1.0001
education	9	10000044	ybalab.daniel.death1.0001
sex	m	10000044	ybalab.daniel.death1.0001
religion	none	10000044	ybalab.daniel.death1.0001
citizenship	us	10000044	ybalab.daniel.death1.0001
residence	us	10000044	ybalab.daniel.death1.0001
dayofbirth	.	10000054	ybalab.daniel.death1.0001
politicalid	0	10000054	ybalab.daniel.death1.0001
religionid	1	10000054	ybalab.daniel.death1.0001
birthmonth	10	10000054	ybalab.daniel.death1.0001
major	11	10000054	ybalab.daniel.death1.0001
birthyear	1968	10000054	ybalab.daniel.death1.0001
ethnicityomb	2	10000054	ybalab.daniel.death1.0001
genoccupation	43	10000054	ybalab.daniel.death1.0001
education	5	10000054	ybalab.daniel.death1.0001
zipcode	54666	10000054	ybalab.daniel.death1.0001
raceomb	6	10000054	ybalab.daniel.death1.0001
religion	catholic	10000054	ybalab.daniel.death1.0001
sex	f	10000054	ybalab.daniel.death1.0001
residence	sm	10000054	ybalab.daniel.death1.0001
citizenship	us	10000054	ybalab.daniel.death1.0001
dayofbirth	.	10000057	ybalab.daniel.death1.0001
relfamily	.	10000057	ybalab.daniel.death1.0001
politicalid	0	10000057	ybalab.daniel.death1.0001
zipcode	04989	10000057	ybalab.daniel.death1.0001
religionid	1	10000057	ybalab.daniel.death1.0001
birthmonth	10	10000057	ybalab.daniel.death1.0001
major	10	10000057	ybalab.daniel.death1.0001
birthyear	1981	10000057	ybalab.daniel.death1.0001
ethnicityomb	2	10000057	ybalab.daniel.death1.0001
genoccupation	25-9999	10000057	ybalab.daniel.death1.0001
raceomb	6	10000057	ybalab.daniel.death1.0001
education	7	10000057	ybalab.daniel.death1.0001
sex	f	10000057	ybalab.daniel.death1.0001
religion	none	10000057	ybalab.daniel.death1.0001
residence	sm	10000057	ybalab.daniel.death1.0001
citizenship	us	10000057	ybalab.daniel.death1.0001
dayofbirth	.	10000070	ybalab.daniel.death1.0001
relfamily	.	10000070	ybalab.daniel.death1.0001
politicalid	0	10000070	ybalab.daniel.death1.0001
major	10	10000070	ybalab.daniel.death1.0001
birthyear	1973	10000070	ybalab.daniel.death1.0001
birthmonth	2	10000070	ybalab.daniel.death1.0001
ethnicityomb	2	10000070	ybalab.daniel.death1.0001
religionid	2	10000070	ybalab.daniel.death1.0001
education	5	10000070	ybalab.daniel.death1.0001
zipcode	60452	10000070	ybalab.daniel.death1.0001
raceomb	7	10000070	ybalab.daniel.death1.0001
genoccupation	99-0001	10000070	ybalab.daniel.death1.0001
sex	f	10000070	ybalab.daniel.death1.0001
religion	protestant	10000070	ybalab.daniel.death1.0001
citizenship	us	10000070	ybalab.daniel.death1.0001
residence	us	10000070	ybalab.daniel.death1.0001
dayofbirth	.	10000082	ybalab.daniel.death1.0001
religionid	1	10000082	ybalab.daniel.death1.0001
birthyear	1992	10000082	ybalab.daniel.death1.0001
ethnicityomb	2	10000082	ybalab.daniel.death1.0001
politicalid	2	10000082	ybalab.daniel.death1.0001
genoccupation	25-9999	10000082	ybalab.daniel.death1.0001
occupation	25-9999	10000082	ybalab.daniel.death1.0001
education	5	10000082	ybalab.daniel.death1.0001
raceomb	6	10000082	ybalab.daniel.death1.0001
birthmonth	8	10000082	ybalab.daniel.death1.0001
major	8	10000082	ybalab.daniel.death1.0001
zipcode	80631	10000082	ybalab.daniel.death1.0001
sex	m	10000082	ybalab.daniel.death1.0001
religion	none	10000082	ybalab.daniel.death1.0001
relfamily	other non-religious	10000082	ybalab.daniel.death1.0001
citizenship	us	10000082	ybalab.daniel.death1.0001
residence	us	10000082	ybalab.daniel.death1.0001
politicalid	-1	10000087	ybalab.daniel.death1.0001
dayofbirth	.	10000087	ybalab.daniel.death1.0001
relfamily	.	10000087	ybalab.daniel.death1.0001
ethnicityomb	1	10000087	ybalab.daniel.death1.0001
major	13	10000087	ybalab.daniel.death1.0001
birthyear	1992	10000087	ybalab.daniel.death1.0001
religionid	2	10000087	ybalab.daniel.death1.0001
genoccupation	41	10000087	ybalab.daniel.death1.0001
education	5	10000087	ybalab.daniel.death1.0001
birthmonth	7	10000087	ybalab.daniel.death1.0001
raceomb	9	10000087	ybalab.daniel.death1.0001
zipcode	90043	10000087	ybalab.daniel.death1.0001
religion	catholic	10000087	ybalab.daniel.death1.0001
sex	f	10000087	ybalab.daniel.death1.0001
citizenship	us	10000087	ybalab.daniel.death1.0001
residence	us	10000087	ybalab.daniel.death1.0001
dayofbirth	.	10000129	ybalab.daniel.death1.0001
zipcode	02852	10000129	ybalab.daniel.death1.0001
politicalid	1	10000129	ybalab.daniel.death1.0001
birthmonth	10	10000129	ybalab.daniel.death1.0001
education	12	10000129	ybalab.daniel.death1.0001
birthyear	1971	10000129	ybalab.daniel.death1.0001
ethnicityomb	2	10000129	ybalab.daniel.death1.0001
major	2	10000129	ybalab.daniel.death1.0001
religionid	2	10000129	ybalab.daniel.death1.0001
genoccupation	25	10000129	ybalab.daniel.death1.0001
occupation	25-1000	10000129	ybalab.daniel.death1.0001
raceomb	6	10000129	ybalab.daniel.death1.0001
sex	f	10000129	ybalab.daniel.death1.0001
relfamily	methodist	10000129	ybalab.daniel.death1.0001
religion	protestant	10000129	ybalab.daniel.death1.0001
reldenom	united methodist	10000129	ybalab.daniel.death1.0001
citizenship	us	10000129	ybalab.daniel.death1.0001
residence	us	10000129	ybalab.daniel.death1.0001
politicalid	-2	10000134	ybalab.daniel.death1.0001
dayofbirth	.	10000134	ybalab.daniel.death1.0001
relfamily	.	10000134	ybalab.daniel.death1.0001
birthmonth	11	10000134	ybalab.daniel.death1.0001
birthyear	1962	10000134	ybalab.daniel.death1.0001
ethnicityomb	2	10000134	ybalab.daniel.death1.0001
religionid	2	10000134	ybalab.daniel.death1.0001
genoccupation	25	10000134	ybalab.daniel.death1.0001
zipcode	43450	10000134	ybalab.daniel.death1.0001
major	5	10000134	ybalab.daniel.death1.0001
raceomb	6	10000134	ybalab.daniel.death1.0001
education	7	10000134	ybalab.daniel.death1.0001
sex	m	10000134	ybalab.daniel.death1.0001
religion	protestant	10000134	ybalab.daniel.death1.0001
citizenship	us	10000134	ybalab.daniel.death1.0001
residence	us	10000134	ybalab.daniel.death1.0001
dayofbirth	.	10000137	ybalab.daniel.death1.0001
politicalid	1	10000137	ybalab.daniel.death1.0001
religionid	1	10000137	ybalab.daniel.death1.0001
birthmonth	10	10000137	ybalab.daniel.death1.0001
zipcode	18018	10000137	ybalab.daniel.death1.0001
birthyear	1985	10000137	ybalab.daniel.death1.0001
ethnicityomb	2	10000137	ybalab.daniel.death1.0001
genoccupation	25	10000137	ybalab.daniel.death1.0001
occupation	25-2000	10000137	ybalab.daniel.death1.0001
major	5	10000137	ybalab.daniel.death1.0001
raceomb	6	10000137	ybalab.daniel.death1.0001
education	7	10000137	ybalab.daniel.death1.0001
sex	f	10000137	ybalab.daniel.death1.0001
religion	none	10000137	ybalab.daniel.death1.0001
relfamily	spiritual, no organized religion	10000137	ybalab.daniel.death1.0001
citizenship	us	10000137	ybalab.daniel.death1.0001
residence	us	10000137	ybalab.daniel.death1.0001
dayofbirth	.	10000144	ybalab.daniel.death1.0001
religionid	1	10000144	ybalab.daniel.death1.0001
birthyear	1987	10000144	ybalab.daniel.death1.0001
ethnicityomb	2	10000144	ybalab.daniel.death1.0001
politicalid	2	10000144	ybalab.daniel.death1.0001
genoccupation	25-9999	10000144	ybalab.daniel.death1.0001
occupation	25-9999	10000144	ybalab.daniel.death1.0001
raceomb	6	10000144	ybalab.daniel.death1.0001
major	7	10000144	ybalab.daniel.death1.0001
birthmonth	8	10000144	ybalab.daniel.death1.0001
education	8	10000144	ybalab.daniel.death1.0001
zipcode	97232	10000144	ybalab.daniel.death1.0001
relfamily	atheist	10000144	ybalab.daniel.death1.0001
sex	m	10000144	ybalab.daniel.death1.0001
religion	none	10000144	ybalab.daniel.death1.0001
residence	sm	10000144	ybalab.daniel.death1.0001
citizenship	us	10000144	ybalab.daniel.death1.0001
dayofbirth	.	10000145	ybalab.daniel.death1.0001
major	.	10000145	ybalab.daniel.death1.0001
relfamily	.	10000145	ybalab.daniel.death1.0001
politicalid	0	10000145	ybalab.daniel.death1.0001
religionid	1	10000145	ybalab.daniel.death1.0001
zipcode	17268	10000145	ybalab.daniel.death1.0001
birthyear	1994	10000145	ybalab.daniel.death1.0001
ethnicityomb	2	10000145	ybalab.daniel.death1.0001
genoccupation	2931	10000145	ybalab.daniel.death1.0001
occupation	2931-xx	10000145	ybalab.daniel.death1.0001
education	4	10000145	ybalab.daniel.death1.0001
birthmonth	5	10000145	ybalab.daniel.death1.0001
raceomb	6	10000145	ybalab.daniel.death1.0001
sex	f	10000145	ybalab.daniel.death1.0001
religion	none	10000145	ybalab.daniel.death1.0001
residence	sm	10000145	ybalab.daniel.death1.0001
citizenship	us	10000145	ybalab.daniel.death1.0001
dayofbirth	.	10000148	ybalab.daniel.death1.0001
birthyear	1985	10000148	ybalab.daniel.death1.0001
ethnicityomb	2	10000148	ybalab.daniel.death1.0001
politicalid	2	10000148	ybalab.daniel.death1.0001
religionid	2	10000148	ybalab.daniel.death1.0001
genoccupation	41	10000148	ybalab.daniel.death1.0001
education	5	10000148	ybalab.daniel.death1.0001
raceomb	5	10000148	ybalab.daniel.death1.0001
zipcode	60609	10000148	ybalab.daniel.death1.0001
birthmonth	7	10000148	ybalab.daniel.death1.0001
major	8	10000148	ybalab.daniel.death1.0001
sex	f	10000148	ybalab.daniel.death1.0001
religion	protestant	10000148	ybalab.daniel.death1.0001
citizenship	us	10000148	ybalab.daniel.death1.0001
residence	us	10000148	ybalab.daniel.death1.0001
dayofbirth	.	10000154	ybalab.daniel.death1.0001
relfamily	.	10000154	ybalab.daniel.death1.0001
religionid	1	10000154	ybalab.daniel.death1.0001
birthyear	1990	10000154	ybalab.daniel.death1.0001
ethnicityomb	2	10000154	ybalab.daniel.death1.0001
genoccupation	25-9999	10000154	ybalab.daniel.death1.0001
birthmonth	3	10000154	ybalab.daniel.death1.0001
politicalid	3	10000154	ybalab.daniel.death1.0001
raceomb	6	10000154	ybalab.daniel.death1.0001
zipcode	66103	10000154	ybalab.daniel.death1.0001
major	7	10000154	ybalab.daniel.death1.0001
education	8	10000154	ybalab.daniel.death1.0001
sex	f	10000154	ybalab.daniel.death1.0001
religion	none	10000154	ybalab.daniel.death1.0001
citizenship	us	10000154	ybalab.daniel.death1.0001
residence	us	10000154	ybalab.daniel.death1.0001
dayofbirth	.	10000156	ybalab.daniel.death1.0001
politicalid	.	10000156	ybalab.daniel.death1.0001
relfamily	.	10000156	ybalab.daniel.death1.0001
genoccupation	13	10000156	ybalab.daniel.death1.0001
occupation	13-9999	10000156	ybalab.daniel.death1.0001
birthyear	1979	10000156	ybalab.daniel.death1.0001
ethnicityomb	2	10000156	ybalab.daniel.death1.0001
religionid	2	10000156	ybalab.daniel.death1.0001
raceomb	6	10000156	ybalab.daniel.death1.0001
zipcode	75033	10000156	ybalab.daniel.death1.0001
birthmonth	8	10000156	ybalab.daniel.death1.0001
major	8	10000156	ybalab.daniel.death1.0001
education	9	10000156	ybalab.daniel.death1.0001
religion	catholic	10000156	ybalab.daniel.death1.0001
sex	m	10000156	ybalab.daniel.death1.0001
citizenship	us	10000156	ybalab.daniel.death1.0001
residence	us	10000156	ybalab.daniel.death1.0001
dayofbirth	.	10000158	ybalab.daniel.death1.0001
relfamily	.	10000158	ybalab.daniel.death1.0001
politicalid	0	10000158	ybalab.daniel.death1.0001
religionid	1	10000158	ybalab.daniel.death1.0001
birthyear	1991	10000158	ybalab.daniel.death1.0001
ethnicityomb	2	10000158	ybalab.daniel.death1.0001
major	2	10000158	ybalab.daniel.death1.0001
birthmonth	4	10000158	ybalab.daniel.death1.0001
genoccupation	41	10000158	ybalab.daniel.death1.0001
education	5	10000158	ybalab.daniel.death1.0001
zipcode	50266	10000158	ybalab.daniel.death1.0001
raceomb	6	10000158	ybalab.daniel.death1.0001
sex	f	10000158	ybalab.daniel.death1.0001
religion	none	10000158	ybalab.daniel.death1.0001
citizenship	us	10000158	ybalab.daniel.death1.0001
residence	us	10000158	ybalab.daniel.death1.0001
dayofbirth	.	10000174	ybalab.daniel.death1.0001
relfamily	.	10000174	ybalab.daniel.death1.0001
politicalid	0	10000174	ybalab.daniel.death1.0001
birthmonth	1	10000174	ybalab.daniel.death1.0001
major	1	10000174	ybalab.daniel.death1.0001
religionid	1	10000174	ybalab.daniel.death1.0001
birthyear	1991	10000174	ybalab.daniel.death1.0001
ethnicityomb	2	10000174	ybalab.daniel.death1.0001
raceomb	2	10000174	ybalab.daniel.death1.0001
education	7	10000174	ybalab.daniel.death1.0001
zipcode	91701	10000174	ybalab.daniel.death1.0001
genoccupation	99-9999	10000174	ybalab.daniel.death1.0001
sex	m	10000174	ybalab.daniel.death1.0001
religion	none	10000174	ybalab.daniel.death1.0001
residence	sm	10000174	ybalab.daniel.death1.0001
citizenship	us	10000174	ybalab.daniel.death1.0001
dayofbirth	.	10000192	ybalab.daniel.death1.0001
relfamily	.	10000192	ybalab.daniel.death1.0001
religionid	1	10000192	ybalab.daniel.death1.0001
birthyear	1978	10000192	ybalab.daniel.death1.0001
ethnicityomb	2	10000192	ybalab.daniel.death1.0001
politicalid	2	10000192	ybalab.daniel.death1.0001
genoccupation	2931	10000192	ybalab.daniel.death1.0001
birthmonth	5	10000192	ybalab.daniel.death1.0001
raceomb	6	10000192	ybalab.daniel.death1.0001
major	7	10000192	ybalab.daniel.death1.0001
zipcode	73110	10000192	ybalab.daniel.death1.0001
education	9	10000192	ybalab.daniel.death1.0001
sex	f	10000192	ybalab.daniel.death1.0001
religion	none	10000192	ybalab.daniel.death1.0001
residence	sm	10000192	ybalab.daniel.death1.0001
citizenship	us	10000192	ybalab.daniel.death1.0001
politicalid	-2	10000194	ybalab.daniel.death1.0001
dayofbirth	.	10000194	ybalab.daniel.death1.0001
major	.	10000194	ybalab.daniel.death1.0001
birthyear	1994	10000194	ybalab.daniel.death1.0001
ethnicityomb	2	10000194	ybalab.daniel.death1.0001
religionid	3	10000194	ybalab.daniel.death1.0001
education	4	10000194	ybalab.daniel.death1.0001
genoccupation	55	10000194	ybalab.daniel.death1.0001
occupation	55-3000	10000194	ybalab.daniel.death1.0001
zipcode	55449	10000194	ybalab.daniel.death1.0001
raceomb	6	10000194	ybalab.daniel.death1.0001
birthmonth	7	10000194	ybalab.daniel.death1.0001
relfamily	baptist	10000194	ybalab.daniel.death1.0001
reldenom	baptist: don't know which	10000194	ybalab.daniel.death1.0001
sex	f	10000194	ybalab.daniel.death1.0001
religion	protestant	10000194	ybalab.daniel.death1.0001
residence	sm	10000194	ybalab.daniel.death1.0001
citizenship	us	10000194	ybalab.daniel.death1.0001
dayofbirth	.	10000204	ybalab.daniel.death1.0001
birthmonth	10	10000204	ybalab.daniel.death1.0001
birthyear	1994	10000204	ybalab.daniel.death1.0001
ethnicityomb	2	10000204	ybalab.daniel.death1.0001
religionid	2	10000204	ybalab.daniel.death1.0001
genoccupation	25-9999	10000204	ybalab.daniel.death1.0001
occupation	25-9999	10000204	ybalab.daniel.death1.0001
politicalid	3	10000204	ybalab.daniel.death1.0001
education	5	10000204	ybalab.daniel.death1.0001
major	7	10000204	ybalab.daniel.death1.0001
raceomb	8	10000204	ybalab.daniel.death1.0001
zipcode	93449	10000204	ybalab.daniel.death1.0001
sex	f	10000204	ybalab.daniel.death1.0001
relfamily	other: not listed	10000204	ybalab.daniel.death1.0001
religion	otherrelig	10000204	ybalab.daniel.death1.0001
citizenship	us	10000204	ybalab.daniel.death1.0001
residence	us	10000204	ybalab.daniel.death1.0001
dayofbirth	.	10000205	ybalab.daniel.death1.0001
religionid	1	10000205	ybalab.daniel.death1.0001
major	11	10000205	ybalab.daniel.death1.0001
birthmonth	12	10000205	ybalab.daniel.death1.0001
birthyear	1973	10000205	ybalab.daniel.death1.0001
ethnicityomb	2	10000205	ybalab.daniel.death1.0001
politicalid	2	10000205	ybalab.daniel.death1.0001
zipcode	40258	10000205	ybalab.daniel.death1.0001
genoccupation	43	10000205	ybalab.daniel.death1.0001
occupation	43-1000	10000205	ybalab.daniel.death1.0001
education	5	10000205	ybalab.daniel.death1.0001
raceomb	6	10000205	ybalab.daniel.death1.0001
relfamily	agnostic	10000205	ybalab.daniel.death1.0001
sex	m	10000205	ybalab.daniel.death1.0001
religion	none	10000205	ybalab.daniel.death1.0001
residence	sm	10000205	ybalab.daniel.death1.0001
citizenship	us	10000205	ybalab.daniel.death1.0001
dayofbirth	.	10000206	ybalab.daniel.death1.0001
politicalid	0	10000206	ybalab.daniel.death1.0001
major	11	10000206	ybalab.daniel.death1.0001
birthyear	1995	10000206	ybalab.daniel.death1.0001
ethnicityomb	2	10000206	ybalab.daniel.death1.0001
religionid	2	10000206	ybalab.daniel.death1.0001
zipcode	23464	10000206	ybalab.daniel.death1.0001
genoccupation	25-9999	10000206	ybalab.daniel.death1.0001
occupation	25-9999	10000206	ybalab.daniel.death1.0001
birthmonth	4	10000206	ybalab.daniel.death1.0001
education	5	10000206	ybalab.daniel.death1.0001
raceomb	5	10000206	ybalab.daniel.death1.0001
relfamily	baptist	10000206	ybalab.daniel.death1.0001
reldenom	baptist: don't know which	10000206	ybalab.daniel.death1.0001
sex	f	10000206	ybalab.daniel.death1.0001
religion	protestant	10000206	ybalab.daniel.death1.0001
citizenship	us	10000206	ybalab.daniel.death1.0001
residence	us	10000206	ybalab.daniel.death1.0001
dayofbirth	.	10000211	ybalab.daniel.death1.0001
major	.	10000211	ybalab.daniel.death1.0001
politicalid	1	10000211	ybalab.daniel.death1.0001
birthmonth	11	10000211	ybalab.daniel.death1.0001
birthyear	1958	10000211	ybalab.daniel.death1.0001
ethnicityomb	2	10000211	ybalab.daniel.death1.0001
education	4	10000211	ybalab.daniel.death1.0001
religionid	4	10000211	ybalab.daniel.death1.0001
genoccupation	43	10000211	ybalab.daniel.death1.0001
occupation	43-6000	10000211	ybalab.daniel.death1.0001
raceomb	5	10000211	ybalab.daniel.death1.0001
zipcode	55104	10000211	ybalab.daniel.death1.0001
relfamily	baptist	10000211	ybalab.daniel.death1.0001
sex	f	10000211	ybalab.daniel.death1.0001
reldenom	national baptist convention	10000211	ybalab.daniel.death1.0001
religion	protestant	10000211	ybalab.daniel.death1.0001
citizenship	us	10000211	ybalab.daniel.death1.0001
residence	us	10000211	ybalab.daniel.death1.0001
dayofbirth	.	10000218	ybalab.daniel.death1.0001
genoccupation	00-0000	10000218	ybalab.daniel.death1.0001
occupation	00-0000	10000218	ybalab.daniel.death1.0001
birthmonth	1	10000218	ybalab.daniel.death1.0001
birthyear	1972	10000218	ybalab.daniel.death1.0001
ethnicityomb	2	10000218	ybalab.daniel.death1.0001
politicalid	2	10000218	ybalab.daniel.death1.0001
religionid	3	10000218	ybalab.daniel.death1.0001
zipcode	48237	10000218	ybalab.daniel.death1.0001
raceomb	5	10000218	ybalab.daniel.death1.0001
major	8	10000218	ybalab.daniel.death1.0001
education	9	10000218	ybalab.daniel.death1.0001
relfamily	adventist	10000218	ybalab.daniel.death1.0001
sex	f	10000218	ybalab.daniel.death1.0001
religion	protestant	10000218	ybalab.daniel.death1.0001
reldenom	seventh day adventist	10000218	ybalab.daniel.death1.0001
residence	sm	10000218	ybalab.daniel.death1.0001
citizenship	us	10000218	ybalab.daniel.death1.0001
dayofbirth	.	10000240	ybalab.daniel.death1.0001
religionid	1	10000240	ybalab.daniel.death1.0001
zipcode	10025	10000240	ybalab.daniel.death1.0001
major	11	10000240	ybalab.daniel.death1.0001
birthyear	1989	10000240	ybalab.daniel.death1.0001
ethnicityomb	2	10000240	ybalab.daniel.death1.0001
politicalid	2	10000240	ybalab.daniel.death1.0001
genoccupation	25	10000240	ybalab.daniel.death1.0001
occupation	25-2000	10000240	ybalab.daniel.death1.0001
raceomb	6	10000240	ybalab.daniel.death1.0001
education	7	10000240	ybalab.daniel.death1.0001
birthmonth	8	10000240	ybalab.daniel.death1.0001
relfamily	agnostic	10000240	ybalab.daniel.death1.0001
sex	m	10000240	ybalab.daniel.death1.0001
religion	none	10000240	ybalab.daniel.death1.0001
citizenship	us	10000240	ybalab.daniel.death1.0001
residence	us	10000240	ybalab.daniel.death1.0001
politicalid	-1	10000250	ybalab.daniel.death1.0001
dayofbirth	.	10000250	ybalab.daniel.death1.0001
relfamily	.	10000250	ybalab.daniel.death1.0001
major	10	10000250	ybalab.daniel.death1.0001
birthyear	1993	10000250	ybalab.daniel.death1.0001
ethnicityomb	2	10000250	ybalab.daniel.death1.0001
genoccupation	25-9999	10000250	ybalab.daniel.death1.0001
raceomb	3	10000250	ybalab.daniel.death1.0001
religionid	3	10000250	ybalab.daniel.death1.0001
birthmonth	7	10000250	ybalab.daniel.death1.0001
education	7	10000250	ybalab.daniel.death1.0001
zipcode	91789	10000250	ybalab.daniel.death1.0001
sex	f	10000250	ybalab.daniel.death1.0001
religion	muslim	10000250	ybalab.daniel.death1.0001
citizenship	us	10000250	ybalab.daniel.death1.0001
residence	us	10000250	ybalab.daniel.death1.0001
politicalid	-2	10000258	ybalab.daniel.death1.0001
dayofbirth	.	10000258	ybalab.daniel.death1.0001
genoccupation	00-0000	10000258	ybalab.daniel.death1.0001
occupation	00-0000	10000258	ybalab.daniel.death1.0001
major	10	10000258	ybalab.daniel.death1.0001
birthyear	1969	10000258	ybalab.daniel.death1.0001
ethnicityomb	2	10000258	ybalab.daniel.death1.0001
religionid	4	10000258	ybalab.daniel.death1.0001
birthmonth	6	10000258	ybalab.daniel.death1.0001
raceomb	6	10000258	ybalab.daniel.death1.0001
zipcode	71006	10000258	ybalab.daniel.death1.0001
education	9	10000258	ybalab.daniel.death1.0001
sex	f	10000258	ybalab.daniel.death1.0001
reldenom	interdenominational church	10000258	ybalab.daniel.death1.0001
relfamily	nondenominational	10000258	ybalab.daniel.death1.0001
religion	protestant	10000258	ybalab.daniel.death1.0001
citizenship	us	10000258	ybalab.daniel.death1.0001
residence	us	10000258	ybalab.daniel.death1.0001
dayofbirth	.	10000274	ybalab.daniel.death1.0001
relfamily	.	10000274	ybalab.daniel.death1.0001
politicalid	1	10000274	ybalab.daniel.death1.0001
religionid	1	10000274	ybalab.daniel.death1.0001
birthmonth	11	10000274	ybalab.daniel.death1.0001
birthyear	1987	10000274	ybalab.daniel.death1.0001
ethnicityomb	2	10000274	ybalab.daniel.death1.0001
major	4	10000274	ybalab.daniel.death1.0001
education	5	10000274	ybalab.daniel.death1.0001
genoccupation	51	10000274	ybalab.daniel.death1.0001
raceomb	6	10000274	ybalab.daniel.death1.0001
zipcode	63601	10000274	ybalab.daniel.death1.0001
sex	m	10000274	ybalab.daniel.death1.0001
religion	none	10000274	ybalab.daniel.death1.0001
residence	sm	10000274	ybalab.daniel.death1.0001
citizenship	us	10000274	ybalab.daniel.death1.0001
dayofbirth	.	10000275	ybalab.daniel.death1.0001
birthmonth	10	10000275	ybalab.daniel.death1.0001
major	11	10000275	ybalab.daniel.death1.0001
birthyear	1951	10000275	ybalab.daniel.death1.0001
ethnicityomb	2	10000275	ybalab.daniel.death1.0001
genoccupation	25	10000275	ybalab.daniel.death1.0001
occupation	25-9000	10000275	ybalab.daniel.death1.0001
politicalid	3	10000275	ybalab.daniel.death1.0001
religionid	4	10000275	ybalab.daniel.death1.0001
raceomb	6	10000275	ybalab.daniel.death1.0001
zipcode	60615	10000275	ybalab.daniel.death1.0001
education	9	10000275	ybalab.daniel.death1.0001
sex	m	10000275	ybalab.daniel.death1.0001
religion	otherrelig	10000275	ybalab.daniel.death1.0001
residence	sm	10000275	ybalab.daniel.death1.0001
relfamily	unitarian-universalist	10000275	ybalab.daniel.death1.0001
citizenship	us	10000275	ybalab.daniel.death1.0001
dayofbirth	.	10000286	ybalab.daniel.death1.0001
zipcode	01063	10000286	ybalab.daniel.death1.0001
birthmonth	1	10000286	ybalab.daniel.death1.0001
major	11	10000286	ybalab.daniel.death1.0001
birthyear	1994	10000286	ybalab.daniel.death1.0001
ethnicityomb	2	10000286	ybalab.daniel.death1.0001
religionid	2	10000286	ybalab.daniel.death1.0001
genoccupation	25-9999	10000286	ybalab.daniel.death1.0001
politicalid	3	10000286	ybalab.daniel.death1.0001
education	5	10000286	ybalab.daniel.death1.0001
raceomb	6	10000286	ybalab.daniel.death1.0001
sex	f	10000286	ybalab.daniel.death1.0001
religion	otherrelig	10000286	ybalab.daniel.death1.0001
residence	sm	10000286	ybalab.daniel.death1.0001
citizenship	us	10000286	ybalab.daniel.death1.0001
dayofbirth	.	10000292	ybalab.daniel.death1.0001
major	.	10000292	ybalab.daniel.death1.0001
politicalid	1	10000292	ybalab.daniel.death1.0001
birthyear	1995	10000292	ybalab.daniel.death1.0001
ethnicityomb	2	10000292	ybalab.daniel.death1.0001
religionid	2	10000292	ybalab.daniel.death1.0001
genoccupation	25-9999	10000292	ybalab.daniel.death1.0001
occupation	25-9999	10000292	ybalab.daniel.death1.0001
birthmonth	3	10000292	ybalab.daniel.death1.0001
education	3	10000292	ybalab.daniel.death1.0001
raceomb	3	10000292	ybalab.daniel.death1.0001
zipcode	95014	10000292	ybalab.daniel.death1.0001
sex	f	10000292	ybalab.daniel.death1.0001
religion	hindu	10000292	ybalab.daniel.death1.0001
citizenship	us	10000292	ybalab.daniel.death1.0001
residence	us	10000292	ybalab.daniel.death1.0001
dayofbirth	.	10000311	ybalab.daniel.death1.0001
relfamily	.	10000311	ybalab.daniel.death1.0001
politicalid	0	10000311	ybalab.daniel.death1.0001
religionid	1	10000311	ybalab.daniel.death1.0001
major	10	10000311	ybalab.daniel.death1.0001
birthyear	1988	10000311	ybalab.daniel.death1.0001
ethnicityomb	2	10000311	ybalab.daniel.death1.0001
